,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
18,Lorenzo Musetti,,,,,,,,2022,return,149.9,30.0%,50.0%,23.6%,46.3%
19,Federico Coria,,,,,,,,2022,return,149.3,32.9%,50.2%,25.3%,40.9%
20,Botic van de Zandschulp,,,,,,,,2022,return,148.7,31.5%,50.3%,24.9%,42.0%
21,Alejandro Davidovich Fokina,,,,,,,,2022,return,148.2,31.8%,50.0%,26.1%,40.3%
22,Emil Ruusuvuori,,,,,,,,2022,return,148.1,31.6%,51.6%,25.2%,39.7%
23,Mackenzie McDonald,,,,,,,,2022,return,147.5,29.9%,50.8%,24.2%,42.6%
24,Sebastian Baez,,,,,,,,2022,return,147.1,32.5%,50.8%,25.2%,38.6%
25,Daniel Evans,,,,,,,,2022,return,146.9,30.1%,51.0%,24.2%,41.6%
26,Albert Ramos-Vinolas,,,,,,,,2022,return,146.6,30.5%,51.2%,23.4%,41.5%
27,Filip Krajinovic,,,,,,,,2022,return,146.1,26.6%,50.3%,21.7%,47.5%
28,Andy Murray,,,,,,,,2022,return,146.1,28.5%,54.7%,23.6%,39.3%
29,David Goffin,,,,,,,,2022,return,145.7,31.7%,49.8%,25.3%,38.9%
30,Cristian Garin,,,,,,,,2022,return,145.3,31.6%,49.3%,24.5%,39.9%
31,Jaume Munar,,,,,,,,2022,return,145.2,33.8%,49.6%,25.6%,36.2%
32,Taylor Fritz,,,,,,,,2022,return,144.8,29.9%,52.3%,24.5%,38.1%
33,Pablo Carreno Busta,,,,,,,,2022,return,144.6,29.8%,52.0%,24.3%,38.5%
34,Jack Draper,,,,,,,,2022,return,144.5,27.9%,52.3%,23.7%,40.6%
35,Tommy Paul,,,,,,,,2022,return,144.4,31.3%,49.6%,24.3%,39.2%
36,Andrey Rublev,,,,,,,,2022,return,144.3,29.9%,51.5%,23.5%,39.4%
37,Zizou Bergs,,,,,,,,2022,return,143.9,24.2%,48.5%,16.7%,54.5%
38,Yoshihito Nishioka,,,,,,,,2022,return,143.9,26.0%,54.0%,22.3%,41.6%
39,Federico Delbonis,,,,,,,,2022,return,143.6,28.5%,47.3%,20.6%,47.2%
40,Holger Rune,,,,,,,,2022,return,143.3,29.7%,50.5%,22.2%,40.9%
41,Alex Molcan,,,,,,,,2022,return,142.9,30.3%,50.5%,22.7%,39.4%
42,Marin Cilic,,,,,,,,2022,return,142.2,30.7%,50.1%,22.8%,38.6%
43,Ilya Ivashka,,,,,,,,2022,return,141.9,28.9%,48.5%,22.3%,42.2%
44,Fabio Fognini,,,,,,,,2022,return,141.7,28.8%,50.6%,23.6%,38.7%
45,Taro Daniel,,,,,,,,2022,return,141.6,29.9%,49.3%,21.2%,41.2%
46,Stefanos Tsitsipas,,,,,,,,2022,return,141.2,28.6%,49.9%,21.2%,41.5%
47,Richard Gasquet,,,,,,,,2022,return,140.8,28.6%,50.9%,22.5%,38.8%
48,Aslan Karatsev,,,,,,,,2022,return,140.8,30.3%,49.3%,22.1%,39.1%
49,Grigor Dimitrov,,,,,,,,2022,return,140.7,30.0%,49.6%,22.2%,38.9%
50,Pedro Martinez,,,,,,,,2022,return,139.9,31.1%,50.7%,23.0%,35.1%
1,John Isner,314.8,68.7%,79.3%,56.0%,92.2%,20.6,2.0,2021,serve,,,,,
2,Reilly Opelka,300.6,65.7%,77.1%,54.8%,88.3%,17.1,2.4,2021,serve,,,,,
3,Matteo Berrettini,295.9,64.3%,79.1%,52.8%,89.8%,11.5,1.6,2021,serve,,,,,
4,Alexander Zverev,290.0,67.8%,77.3%,52.1%,86.2%,10.4,3.8,2021,serve,,,,,
5,Stefanos Tsitsipas,288.5,62.8%,76.1%,57.1%,87.8%,6.8,2.1,2021,serve,,,,,
6,Novak Djokovic,288.1,64.9%,76.5%,54.2%,87.0%,8.1,2.6,2021,serve,,,,,
7,Hubert Hurkacz,286.2,63.4%,75.3%,53.6%,85.7%,9.9,1.7,2021,serve,,,,,
8,Daniil Medvedev,285.8,61.8%,78.4%,52.7%,86.9%,9.3,3.3,2021,serve,,,,,
9,Lloyd Harris,284.7,66.4%,76.3%,49.0%,83.9%,11.4,2.3,2021,serve,,,,,
10,Casper Ruud,282.4,63.8%,73.6%,56.7%,85.3%,4.9,1.9,2021,serve,,,,,
11,Ugo Humbert,280.3,63.2%,75.3%,52.1%,83.9%,8.9,3.1,2021,serve,,,,,
12,Andrey Rublev,279.7,60.4%,76.8%,51.5%,85.4%,7.5,1.9,2021,serve,,,,,
13,Brandon Nakashima,279.1,59.2%,76.4%,54.2%,84.1%,7.4,2.2,2021,serve,,,,,
14,Felix Auger-Aliassime,278.1,62.9%,76.7%,50.3%,83.3%,9.1,4.2,2021,serve,,,,,
15,Arthur Rinderknech,277.8,63.9%,75.6%,47.7%,83.0%,10.0,2.4,2021,serve,,,,,
16,Pablo Carreno Busta,277.2,68.7%,70.6%,53.9%,81.6%,3.9,1.5,2021,serve,,,,,
17,Ilya Ivashka,276.7,61.1%,73.6%,54.3%,83.0%,7.1,2.4,2021,serve,,,,,
18,Lorenzo Sonego,276.7,66.2%,72.1%,51.4%,82.7%,6.2,1.9,2021,serve,,,,,
19,Tallon Griekspoor,276.3,66.6%,70.8%,51.9%,81.4%,9.5,3.9,2021,serve,,,,,
20,Alexei Popyrin,274.9,59.2%,74.7%,52.4%,82.9%,9.5,3.8,2021,serve,,,,,
21,Karen Khachanov,274.1,62.8%,72.3%,52.5%,81.5%,7.4,2.4,2021,serve,,,,,
22,Taylor Fritz,274.0,58.9%,75.1%,51.5%,82.1%,9.5,3.1,2021,serve,,,,,
23,Nuno Borges,273.4,67.9%,67.4%,54.1%,81.5%,3.0,0.5,2021,serve,,,,,
24,Tomas Machac,273.1,65.1%,68.1%,52.5%,81.8%,7.3,1.7,2021,serve,,,,,
25,Denis Shapovalov,273.0,59.6%,76.7%,50.2%,84.5%,7.9,5.9,2021,serve,,,,,
26,Frances Tiafoe,271.3,60.6%,71.7%,52.8%,81.6%,7.1,2.5,2021,serve,,,,,
27,Grigor Dimitrov,271.1,64.4%,73.5%,50.8%,80.9%,5.0,3.5,2021,serve,,,,,
28,Sebastian Korda,270.8,65.0%,71.5%,50.5%,80.9%,5.4,2.5,2021,serve,,,,,
29,Marin Cilic,270.1,58.1%,77.1%,47.6%,80.3%,11.0,4.0,2021,serve,,,,,
30,Cameron Norrie,270.1,65.8%,71.3%,49.8%,81.1%,4.8,2.7,2021,serve,,,,,
31,Mackenzie McDonald,269.9,64.7%,69.8%,52.2%,79.3%,6.3,2.4,2021,serve,,,,,
32,Jannik Sinner,268.4,59.6%,71.0%,54.2%,80.8%,4.8,2.0,2021,serve,,,,,
33,Alexander Bublik,268.3,57.3%,77.0%,45.9%,81.2%,13.6,6.7,2021,serve,,,,,
34,Roberto Bautista Agut,267.7,66.2%,69.3%,52.3%,78.3%,3.3,1.7,2021,serve,,,,,
35,James Duckworth,267.6,57.1%,72.9%,52.1%,80.0%,7.4,1.9,2021,serve,,,,,
36,Tomas Martin Etcheverry,267.6,72.0%,67.9%,47.6%,77.8%,3.3,1.0,2021,serve,,,,,
37,Aslan Karatsev,266.0,59.6%,72.1%,53.0%,80.3%,4.7,3.7,2021,serve,,,,,
38,Gael Monfils,266.0,60.9%,73.9%,47.1%,79.7%,9.4,5.0,2021,serve,,,,,
39,Daniel Evans,264.3,62.2%,69.8%,52.3%,78.7%,3.9,2.6,2021,serve,,,,,
40,Sebastian Baez,263.9,78.4%,64.6%,49.2%,71.7%,0.6,0.6,2021,serve,,,,,
41,Marco Cecchinato,263.8,67.1%,68.3%,50.3%,76.4%,4.3,2.6,2021,serve,,,,,
42,Aljaz Bedene,263.0,54.2%,75.4%,49.3%,79.5%,8.2,3.6,2021,serve,,,,,
43,Filip Krajinovic,263.0,62.4%,69.4%,50.8%,77.8%,4.9,2.3,2021,serve,,,,,
44,Marcos Giron,262.7,59.7%,72.2%,48.9%,78.6%,5.5,2.2,2021,serve,,,,,
45,Gianluca Mager,262.3,59.0%,71.6%,50.1%,78.4%,6.3,3.1,2021,serve,,,,,
46,Jordan Thompson,262.0,58.1%,72.2%,49.9%,76.4%,7.4,2.0,2021,serve,,,,,
47,Carlos Alcaraz,261.6,62.8%,68.1%,53.6%,76.2%,3.1,2.2,2021,serve,,,,,
48,Tommy Paul,261.5,60.5%,69.8%,51.7%,77.8%,4.1,2.4,2021,serve,,,,,
49,Marton Fucsovics,261.2,59.2%,70.9%,52.0%,78.6%,4.4,3.9,2021,serve,,,,,
50,Dusan Lajovic,260.9,67.7%,65.5%,51.5%,74.8%,3.4,2.0,2021,serve,,,,,
1,Alexandre Muller,,,,,,,,2021,return,172.5,30.7%,53.9%,27.9%,60.0%
2,Novak Djokovic,,,,,,,,2021,return,171.0,35.8%,55.3%,34.6%,45.3%
3,Diego Schwartzman,,,,,,,,2021,return,169.3,35.3%,54.8%,33.8%,45.4%
4,Daniil Medvedev,,,,,,,,2021,return,165.3,33.1%,55.7%,30.6%,45.9%
5,Carlos Alcaraz,,,,,,,,2021,return,160.4,33.1%,52.6%,30.9%,43.8%
6,Cameron Norrie,,,,,,,,2021,return,157.8,31.7%,52.9%,28.0%,45.2%
7,Casper Ruud,,,,,,,,2021,return,155.3,29.9%,53.8%,26.7%,44.9%
8,Andrey Rublev,,,,,,,,2021,return,154.2,30.2%,54.5%,25.9%,43.6%
9,Jannik Sinner,,,,,,,,2021,return,153.6,31.4%,52.2%,26.2%,43.8%
10,Alexander Zverev,,,,,,,,2021,return,153.5,31.2%,53.6%,27.3%,41.4%
11,Nikoloz Basilashvili,,,,,,,,2021,return,153.4,31.8%,51.9%,26.5%,43.2%
12,Federico Delbonis,,,,,,,,2021,return,153.4,31.8%,53.1%,27.6%,40.9%
13,Mikael Ymer,,,,,,,,2021,return,152.9,31.8%,51.6%,28.7%,40.8%
14,Federico Coria,,,,,,,,2021,return,152.6,31.1%,51.6%,27.1%,42.8%
15,Roberto Bautista Agut,,,,,,,,2021,return,152.3,28.8%,54.8%,25.5%,43.2%
16,Flavio Cobolli,,,,,,,,2021,return,152.3,33.9%,43.4%,25.0%,50.0%
17,Cristian Garin,,,,,,,,2021,return,152.1,33.3%,50.1%,27.1%,41.6%
18,Stefanos Tsitsipas,,,,,,,,2021,return,150.6,31.4%,51.2%,25.3%,42.7%
19,Kei Nishikori,,,,,,,,2021,return,149.8,30.8%,52.9%,27.4%,38.7%
20,Pedro Martinez,,,,,,,,2021,return,149.6,30.6%,51.0%,25.3%,42.7%
21,Marton Fucsovics,,,,,,,,2021,return,149.0,31.5%,50.7%,25.0%,41.8%
22,Ilya Ivashka,,,,,,,,2021,return,148.9,29.7%,52.8%,26.0%,40.4%
23,Francisco Cerundolo,,,,,,,,2021,return,148.8,36.9%,47.5%,25.5%,38.9%
24,Alejandro Davidovich Fokina,,,,,,,,2021,return,148.6,31.2%,51.6%,26.2%,39.6%
25,Alex de Minaur,,,,,,,,2021,return,148.4,32.3%,49.8%,25.3%,41.0%
26,Grigor Dimitrov,,,,,,,,2021,return,148.2,30.9%,51.1%,25.1%,41.1%
27,Holger Rune,,,,,,,,2021,return,148.2,28.7%,53.5%,24.3%,41.7%
28,Albert Ramos-Vinolas,,,,,,,,2021,return,148.2,30.1%,53.0%,24.4%,40.7%
29,Aslan Karatsev,,,,,,,,2021,return,148.0,31.1%,51.3%,26.2%,39.4%
30,Sebastian Korda,,,,,,,,2021,return,146.8,31.2%,51.8%,24.6%,39.2%
31,Emil Ruusuvuori,,,,,,,,2021,return,146.4,31.3%,51.9%,24.2%,39.0%
32,Pablo Carreno Busta,,,,,,,,2021,return,145.4,28.6%,50.6%,23.1%,43.1%
33,Fabio Fognini,,,,,,,,2021,return,145.2,31.7%,48.5%,24.2%,40.8%
34,Daniel Evans,,,,,,,,2021,return,145.0,29.5%,50.6%,22.6%,42.3%
35,John Millman,,,,,,,,2021,return,143.6,29.3%,50.5%,22.2%,41.6%
36,Tommy Paul,,,,,,,,2021,return,142.5,30.8%,50.0%,22.7%,39.0%
37,Gael Monfils,,,,,,,,2021,return,141.7,31.4%,50.0%,23.4%,36.9%
38,Jaume Munar,,,,,,,,2021,return,141.7,32.2%,49.5%,24.5%,35.5%
39,Brandon Nakashima,,,,,,,,2021,return,141.3,26.1%,51.5%,21.0%,42.7%
40,Laslo Djere,,,,,,,,2021,return,140.8,30.3%,50.8%,23.0%,36.7%
41,Dominik Koepfer,,,,,,,,2021,return,140.7,29.1%,49.6%,21.9%,40.1%
42,Aljaz Bedene,,,,,,,,2021,return,140.4,29.5%,48.3%,20.4%,42.2%
43,Filip Krajinovic,,,,,,,,2021,return,140.1,27.7%,50.0%,22.1%,40.3%
44,Karen Khachanov,,,,,,,,2021,return,139.7,29.0%,50.6%,21.4%,38.7%
45,Zizou Bergs,,,,,,,,2021,return,139.4,28.5%,43.0%,21.2%,46.7%
46,Denis Shapovalov,,,,,,,,2021,return,139.3,29.2%,49.2%,21.7%,39.2%
47,Frances Tiafoe,,,,,,,,2021,return,139.3,27.8%,51.0%,21.5%,39.0%
48,Soonwoo Kwon,,,,,,,,2021,return,139.2,29.2%,50.3%,22.6%,37.1%
49,Felix Auger-Aliassime,,,,,,,,2021,return,139.0,30.7%,49.4%,21.7%,37.2%
50,James Duckworth,,,,,,,,2021,return,138.3,26.8%,51.2%,20.9%,39.4%
1,Milos Raonic,309.2,63.6%,82.9%,55.7%,93.9%,16.5,3.4,2020,serve,,,,,
2,Matteo Berrettini,297.9,61.5%,80.6%,57.1%,90.9%,10.1,2.3,2020,serve,,,,,
3,Stefanos Tsitsipas,292.2,65.0%,76.3%,57.2%,88.4%,7.4,2.1,2020,serve,,,,,
4,Rafael Nadal,286.6,64.0%,74.7%,57.8%,87.4%,4.6,1.9,2020,serve,,,,,
5,Daniil Medvedev,285.7,60.8%,77.9%,54.2%,86.1%,9.3,2.6,2020,serve,,,,,
6,Andrey Rublev,285.2,59.6%,79.0%,53.9%,86.1%,8.1,1.5,2020,serve,,,,,
7,Brandon Nakashima,283.3,60.7%,72.1%,59.0%,87.1%,6.8,2.4,2020,serve,,,,,
8,Taylor Fritz,282.6,60.7%,78.0%,50.4%,83.7%,11.9,2.1,2020,serve,,,,,
9,Novak Djokovic,281.6,64.3%,75.4%,52.9%,86.0%,6.0,3.0,2020,serve,,,,,
10,Casper Ruud,279.1,67.1%,70.7%,54.9%,84.1%,4.1,1.8,2020,serve,,,,,
11,Alexander Zverev,278.2,68.3%,77.0%,45.0%,82.7%,10.8,5.6,2020,serve,,,,,
12,Dominic Thiem,277.7,63.4%,74.3%,51.4%,84.4%,7.2,3.0,2020,serve,,,,,
13,Ugo Humbert,276.9,62.0%,75.1%,51.9%,83.9%,6.8,2.8,2020,serve,,,,,
14,Zizou Bergs,276.7,66.7%,67.2%,55.2%,82.1%,7.5,2.0,2020,serve,,,,,
15,Alejandro Tabilo,276.3,65.4%,69.8%,56.3%,82.0%,5.3,2.5,2020,serve,,,,,
16,Felix Auger-Aliassime,275.5,63.7%,74.8%,50.1%,82.5%,8.6,4.2,2020,serve,,,,,
17,Karen Khachanov,272.0,64.1%,72.3%,50.9%,80.6%,6.7,2.6,2020,serve,,,,,
18,Pablo Carreno Busta,271.6,67.7%,69.7%,51.4%,79.5%,4.9,1.6,2020,serve,,,,,
19,Denis Shapovalov,270.9,60.4%,75.3%,49.3%,82.2%,9.6,5.9,2020,serve,,,,,
20,Lorenzo Sonego,270.5,64.2%,72.6%,49.4%,81.4%,4.9,2.0,2020,serve,,,,,
21,Gael Monfils,270.0,67.9%,71.5%,47.0%,81.0%,6.5,3.9,2020,serve,,,,,
22,Alexei Popyrin,269.8,62.8%,72.3%,50.9%,80.6%,8.1,4.9,2020,serve,,,,,
23,Jordan Thompson,266.8,63.5%,70.9%,49.9%,78.9%,5.4,1.8,2020,serve,,,,,
24,Sebastian Korda,264.7,70.5%,64.4%,52.8%,74.0%,5.5,2.5,2020,serve,,,,,
25,Hubert Hurkacz,264.1,59.9%,73.8%,46.3%,79.2%,8.7,3.8,2020,serve,,,,,
26,Jannik Sinner,264.0,61.7%,71.0%,49.9%,80.5%,3.4,2.5,2020,serve,,,,,
27,Tommy Paul,261.3,59.3%,69.3%,52.5%,77.2%,5.1,2.1,2020,serve,,,,,
28,Frances Tiafoe,261.3,62.6%,69.4%,49.6%,77.2%,4.6,2.1,2020,serve,,,,,
29,Grigor Dimitrov,261.2,62.2%,70.3%,49.6%,79.2%,4.5,4.6,2020,serve,,,,,
30,Daniel Evans,261.2,60.1%,69.9%,51.5%,78.0%,3.9,2.2,2020,serve,,,,,
31,Marcos Giron,259.1,62.6%,68.9%,49.0%,74.5%,5.4,1.3,2020,serve,,,,,
32,Alex de Minaur,258.5,61.5%,69.7%,49.4%,77.1%,3.5,2.7,2020,serve,,,,,
33,Lorenzo Musetti,257.1,64.1%,68.0%,46.6%,77.6%,2.4,1.6,2020,serve,,,,,
34,Adrian Mannarino,257.1,57.9%,70.8%,49.9%,76.3%,5.1,2.9,2020,serve,,,,,
35,Miomir Kecmanovic,255.9,59.1%,69.8%,49.3%,75.2%,4.8,2.3,2020,serve,,,,,
36,Cristian Garin,254.6,61.4%,70.1%,47.8%,74.9%,4.7,4.3,2020,serve,,,,,
37,Pedro Martinez,250.7,67.7%,65.5%,45.0%,74.3%,2.1,3.9,2020,serve,,,,,
38,Diego Schwartzman,248.9,63.0%,64.8%,50.5%,72.1%,1.4,2.9,2020,serve,,,,,
39,Alejandro Davidovich Fokina,246.8,66.1%,63.6%,48.5%,69.9%,1.7,3.0,2020,serve,,,,,
40,Tomas Machac,246.4,67.2%,58.8%,51.6%,70.8%,2.0,4.0,2020,serve,,,,,
41,Carlos Alcaraz,241.4,65.0%,66.4%,42.7%,68.8%,3.0,4.5,2020,serve,,,,,
42,Tallon Griekspoor,232.4,64.7%,68.9%,34.7%,63.6%,3.5,3.0,2020,serve,,,,,
43,Francisco Cerundolo,221.1,59.3%,53.7%,48.6%,61.5%,0.0,2.0,2020,serve,,,,,
1,Francisco Cerundolo,,,,,,,,2020,return,196.4,37.3%,48.3%,30.8%,80.0%
2,Tomas Machac,,,,,,,,2020,return,192.5,28.4%,62.3%,37.5%,64.3%
3,Rafael Nadal,,,,,,,,2020,return,175.6,35.1%,56.8%,34.4%,49.3%
4,Diego Schwartzman,,,,,,,,2020,return,173.7,34.4%,57.4%,34.9%,47.0%
5,Novak Djokovic,,,,,,,,2020,return,168.8,34.6%,57.8%,32.9%,43.5%
6,Roberto Bautista Agut,,,,,,,,2020,return,166.8,33.1%,58.1%,33.5%,42.1%
7,Lorenzo Musetti,,,,,,,,2020,return,166.8,33.5%,53.7%,30.7%,48.9%
8,Jannik Sinner,,,,,,,,2020,return,160.1,33.7%,52.2%,28.6%,45.6%
9,Grigor Dimitrov,,,,,,,,2020,return,159.1,32.6%,53.2%,28.6%,44.7%
10,Andrey Rublev,,,,,,,,2020,return,158.6,32.1%,53.5%,28.6%,44.4%
11,Daniil Medvedev,,,,,,,,2020,return,156.7,31.4%,56.3%,27.5%,41.5%
12,Pedro Martinez,,,,,,,,2020,return,156.0,31.1%,53.9%,28.1%,42.9%
13,Alejandro Davidovich Fokina,,,,,,,,2020,return,155.1,33.6%,51.5%,28.8%,41.2%
14,Alexander Zverev,,,,,,,,2020,return,154.1,32.7%,50.8%,27.1%,43.5%
15,Alex de Minaur,,,,,,,,2020,return,152.0,31.6%,52.7%,24.8%,42.9%
16,Dominic Thiem,,,,,,,,2020,return,151.0,32.5%,50.3%,26.1%,42.1%
17,Gael Monfils,,,,,,,,2020,return,150.0,29.7%,54.7%,26.3%,39.3%
18,Karen Khachanov,,,,,,,,2020,return,149.5,28.3%,53.3%,22.9%,45.0%
19,Cristian Garin,,,,,,,,2020,return,149.3,31.0%,51.9%,26.1%,40.3%
20,Daniel Evans,,,,,,,,2020,return,148.6,31.2%,50.7%,25.1%,41.6%
21,Sebastian Korda,,,,,,,,2020,return,146.9,31.3%,48.8%,25.8%,41.0%
22,Brandon Nakashima,,,,,,,,2020,return,146.6,27.4%,52.3%,18.8%,48.1%
23,Adrian Mannarino,,,,,,,,2020,return,144.4,30.1%,50.8%,23.5%,40.0%
24,Tommy Paul,,,,,,,,2020,return,144.2,27.5%,51.3%,23.1%,42.3%
25,Pablo Carreno Busta,,,,,,,,2020,return,143.2,28.3%,52.3%,25.2%,37.4%
26,Hubert Hurkacz,,,,,,,,2020,return,142.1,28.3%,50.6%,22.1%,41.1%
27,Jan-Lennard Struff,,,,,,,,2020,return,140.4,28.9%,51.1%,22.7%,37.7%
28,Stefanos Tsitsipas,,,,,,,,2020,return,139.9,29.3%,49.9%,21.6%,39.1%
29,Carlos Alcaraz,,,,,,,,2020,return,138.5,38.7%,50.6%,25.0%,24.2%
30,Miomir Kecmanovic,,,,,,,,2020,return,138.5,28.1%,49.0%,21.3%,40.1%
31,Denis Shapovalov,,,,,,,,2020,return,138.0,29.9%,49.2%,22.5%,36.4%
32,Casper Ruud,,,,,,,,2020,return,137.1,29.0%,49.9%,23.0%,35.2%
33,Frances Tiafoe,,,,,,,,2020,return,135.1,28.4%,48.3%,19.8%,38.6%
34,Alejandro Tabilo,,,,,,,,2020,return,133.8,24.7%,56.3%,15.3%,37.5%
35,Marcos Giron,,,,,,,,2020,return,133.2,25.8%,50.7%,19.8%,36.9%
36,Ugo Humbert,,,,,,,,2020,return,132.0,28.8%,48.1%,20.0%,35.1%
37,Lorenzo Sonego,,,,,,,,2020,return,130.2,27.8%,46.2%,18.1%,38.1%
38,Milos Raonic,,,,,,,,2020,return,129.8,27.1%,48.4%,18.0%,36.3%
39,Taylor Fritz,,,,,,,,2020,return,129.5,26.3%,52.4%,18.8%,32.0%
40,Felix Auger-Aliassime,,,,,,,,2020,return,128.7,29.2%,45.7%,19.1%,34.7%
41,Jordan Thompson,,,,,,,,2020,return,128.7,27.3%,48.4%,18.5%,34.5%
42,Matteo Berrettini,,,,,,,,2020,return,125.9,28.1%,48.2%,18.3%,31.3%
43,Alexei Popyrin,,,,,,,,2020,return,114.8,24.2%,45.2%,10.9%,34.5%
44,Nicolas Jarry,,,,,,,,2020,return,110.0,19.8%,52.1%,11.4%,26.7%
45,Tallon Griekspoor,,,,,,,,2020,return,51.0,5.5%,45.5%,0.0%,0.0%
1,John Isner,324.1,71.6%,81.1%,57.3%,94.0%,21.8,1.7,2019,serve,,,,,
2,Milos Raonic,313.0,62.8%,83.9%,57.4%,92.9%,19.7,3.7,2019,serve,,,,,
3,Reilly Opelka,308.1,64.1%,80.7%,54.4%,91.0%,21.1,3.2,2019,serve,,,,,
4,Roger Federer,299.3,64.7%,78.1%,59.4%,91.2%,7.5,1.6,2019,serve,,,,,
5,Nick Kyrgios,296.8,66.0%,79.0%,50.4%,88.0%,16.7,3.3,2019,serve,,,,,
6,Rafael Nadal,292.8,64.7%,75.9%,59.5%,90.1%,4.6,2.0,2019,serve,,,,,
7,Sam Querrey,289.7,61.9%,80.7%,47.7%,86.6%,16.8,4.0,2019,serve,,,,,
8,Novak Djokovic,289.5,65.9%,75.9%,57.0%,87.6%,5.7,2.6,2019,serve,,,,,
9,Matteo Berrettini,287.2,61.3%,78.2%,53.8%,87.2%,8.9,2.2,2019,serve,,,,,
10,Jo-Wilfried Tsonga,287.2,60.4%,80.2%,51.6%,86.3%,11.0,2.3,2019,serve,,,,,
11,Stan Wawrinka,285.3,59.1%,76.4%,55.4%,86.4%,9.8,1.8,2019,serve,,,,,
12,Stefanos Tsitsipas,283.6,63.8%,76.3%,53.1%,85.5%,7.1,2.2,2019,serve,,,,,
13,Roberto Bautista Agut,281.3,65.9%,72.8%,56.0%,84.4%,3.9,1.7,2019,serve,,,,,
14,Dominic Thiem,280.6,65.8%,73.1%,55.2%,83.8%,4.8,2.1,2019,serve,,,,,
15,Jan-Lennard Struff,279.7,55.6%,79.0%,51.9%,85.0%,11.0,2.8,2019,serve,,,,,
16,Daniil Medvedev,279.6,59.8%,75.6%,54.6%,84.1%,8.7,3.2,2019,serve,,,,,
17,Pablo Carreno Busta,278.3,67.8%,71.0%,52.7%,84.1%,4.6,1.9,2019,serve,,,,,
18,Borna Coric,278.0,62.6%,73.8%,53.4%,83.3%,7.4,2.5,2019,serve,,,,,
19,Hubert Hurkacz,276.9,64.8%,73.2%,51.8%,82.7%,7.3,2.9,2019,serve,,,,,
20,Taylor Fritz,276.8,58.5%,76.3%,51.3%,83.9%,9.2,2.4,2019,serve,,,,,
21,Lorenzo Sonego,276.5,62.6%,74.4%,51.9%,83.0%,6.5,1.9,2019,serve,,,,,
22,Denis Shapovalov,276.0,59.6%,76.2%,52.3%,84.3%,7.7,4.1,2019,serve,,,,,
23,Alex de Minaur,275.2,60.7%,73.9%,55.3%,83.8%,3.9,2.4,2019,serve,,,,,
24,Jordan Thompson,275.2,66.7%,71.5%,50.6%,82.1%,6.2,1.9,2019,serve,,,,,
25,Jeremy Chardy,274.4,62.4%,74.4%,49.5%,82.9%,9.2,4.0,2019,serve,,,,,
26,Nicolas Jarry,274.3,62.5%,71.5%,52.7%,81.6%,8.8,2.8,2019,serve,,,,,
27,Felix Auger-Aliassime,274.2,65.3%,74.6%,48.7%,81.3%,9.0,4.7,2019,serve,,,,,
28,Tallon Griekspoor,273.3,71.3%,69.1%,51.3%,82.6%,1.0,2.0,2019,serve,,,,,
29,Karen Khachanov,272.9,62.1%,73.0%,51.8%,81.6%,7.6,3.2,2019,serve,,,,,
30,Leonardo Mayer,272.5,58.3%,74.9%,53.3%,83.1%,7.9,5.0,2019,serve,,,,,
31,Grigor Dimitrov,271.9,63.0%,74.4%,50.0%,81.5%,7.1,4.1,2019,serve,,,,,
32,Gael Monfils,271.9,65.2%,71.6%,50.5%,81.8%,6.8,4.0,2019,serve,,,,,
33,Miomir Kecmanovic,271.6,61.3%,72.2%,54.9%,81.8%,3.6,2.2,2019,serve,,,,,
34,Frances Tiafoe,270.6,65.8%,70.6%,51.1%,79.4%,5.9,2.2,2019,serve,,,,,
35,Ugo Humbert,270.4,59.8%,73.8%,51.6%,81.0%,7.6,3.4,2019,serve,,,,,
36,Philipp Kohlschreiber,270.4,60.9%,70.9%,54.5%,81.1%,4.8,1.8,2019,serve,,,,,
37,Lucas Pouille,270.3,58.7%,72.9%,53.0%,82.2%,7.2,3.7,2019,serve,,,,,
38,Fernando Verdasco,270.3,63.9%,71.9%,49.5%,81.0%,7.7,3.7,2019,serve,,,,,
39,Marin Cilic,270.1,58.1%,77.1%,47.9%,82.3%,9.7,5.0,2019,serve,,,,,
40,Alexander Zverev,269.9,66.8%,74.7%,44.1%,79.5%,10.7,5.9,2019,serve,,,,,
41,Filip Krajinovic,269.8,65.8%,69.7%,51.8%,78.7%,5.3,1.5,2019,serve,,,,,
42,Alexei Popyrin,269.8,61.0%,73.2%,50.7%,80.6%,8.3,4.0,2019,serve,,,,,
43,Steve Johnson,269.3,58.7%,73.5%,52.3%,81.4%,6.2,2.8,2019,serve,,,,,
44,Tommy Paul,269.3,61.0%,69.2%,57.4%,78.3%,4.2,0.8,2019,serve,,,,,
45,Guido Pella,268.9,66.5%,68.3%,53.1%,78.3%,4.9,2.2,2019,serve,,,,,
46,Juan Ignacio Londero,268.7,60.5%,70.8%,54.8%,80.8%,4.5,2.7,2019,serve,,,,,
47,Tennys Sandgren,268.0,60.6%,73.6%,48.4%,79.3%,9.0,2.9,2019,serve,,,,,
48,Andrey Rublev,267.9,59.0%,73.7%,51.2%,81.0%,6.1,3.1,2019,serve,,,,,
